source,title,summary,link,published,collected_at
skynewsarabia,برلين: عقوبات أوروبية جديدة على روسيا قد تُقر هذا الأسبوع,كشف متحدث باسم الحكومة الألمانية، الاثنين، أن الاتحاد الأوروبي قد يتبنى الحزمة الثامنة عشرة من العقوبات ضد روسيا خلال الأسبوع الجاري، في إطار الرد المتواصل على الحرب في أوكرانيا.,https://www.skynewsarabia.com/business/1805945-%D8%A8%D8%B1%D9%84%D9%8A%D9%86-%D8%B9%D9%82%D9%88%D8%A8%D8%A7%D8%AA-%D8%A7%D9%94%D9%88%D8%B1%D9%88%D8%A8%D9%8A%D8%A9-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D8%B1%D9%88%D8%B3%D9%8A%D8%A7-%D8%AA%D9%8F%D9%82%D8%B1-%D9%87%D8%B0%D8%A7-%D8%A7%D9%84%D8%A7%D9%94%D8%B3%D8%A8%D9%88%D8%B9,"Mon, 30 Jun 2025 12:05:17 GMT",2025-06-30T15:19:24.323144
skynewsarabia,تفاصيل جديدة.. هكذا قتلت إسرائيل كبار علماء النووي في إيران,في فجر 13 يونيو، شنت إسرائيل سلسلة هجمات دقيقة استهدفت منازل كبار العلماء الإيرانيين العاملين على البرنامج النووي في طهران، ما أسفر عن مقتل 9 منهم على الأقل حينها.,https://www.skynewsarabia.com/middle-east/1805940-%D8%AA%D9%81%D8%A7%D8%B5%D9%8A%D9%84-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%82%D8%AA%D9%84%D8%AA-%D8%A7%D9%95%D8%B3%D8%B1%D8%A7%D9%8A%D9%94%D9%8A%D9%84-%D9%83%D8%A8%D8%A7%D8%B1-%D8%B9%D9%84%D9%85%D8%A7%D8%A1-%D8%A7%D9%84%D9%86%D9%88%D9%88%D9%8A-%D8%A7%D9%95%D9%8A%D8%B1%D8%A7%D9%86,"Mon, 30 Jun 2025 12:04:58 GMT",2025-06-30T15:19:24.323144
skynewsarabia,5 أسئلة حساسة قبل موقعة الهلال ومان سيتي.. هل تقع المفاجأة؟,يواصل نادي الهلال السعودي مغامرته المميزة في كأس العالم للأندية 2025، بمواجهة مرتقبة أمام مانشستر سيتي الإنجليزي، فجر الثلاثاء، في مدينة أورلاندو شرقي الولايات المتحدة.,https://www.skynewsarabia.com/sport/1805942-5-%D8%A7%D9%94%D8%B3%D9%8A%D9%94%D9%84%D8%A9-%D8%AD%D8%B3%D8%A7%D8%B3%D8%A9-%D9%85%D9%88%D9%82%D8%B9%D8%A9-%D8%A7%D9%84%D9%87%D9%84%D8%A7%D9%84-%D9%88%D9%85%D8%A7%D9%86-%D8%B3%D9%8A%D8%AA%D9%8A-%D8%AA%D9%82%D8%B9-%D8%A7%D9%84%D9%85%D9%81%D8%A7%D8%AC%D8%A7%D9%94%D8%A9%D8%9F,"Mon, 30 Jun 2025 12:03:34 GMT",2025-06-30T15:19:24.323144
skynewsarabia,التصنيع الصيني ينكمش للشهر الثالث رغم تحسن المؤشرات الفرعية,واصل قطاع التصنيع في الصين انكماشه خلال يونيو، للشهر الثالث على التوالي، مع بقاء مؤشر مديري المشتريات (PMI) الصناعي عند 49.7 نقطة، وفقًا للبيانات الرسمية الصادرة عن مكتب الإحصاءات اليوم الاثنين.,https://www.skynewsarabia.com/business/1805937-%D8%A7%D9%84%D8%AA%D8%B5%D9%86%D9%8A%D8%B9-%D8%A7%D9%84%D8%B5%D9%8A%D9%86%D9%8A-%D9%8A%D9%86%D9%83%D9%85%D8%B4-%D9%84%D9%84%D8%B4%D9%87%D8%B1-%D8%A7%D9%84%D8%AB%D8%A7%D9%84%D8%AB-%D8%B1%D8%BA%D9%85-%D8%AA%D8%AD%D8%B3%D9%86-%D8%A7%D9%84%D9%85%D9%88%D9%94%D8%B4%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%81%D8%B1%D8%B9%D9%8A%D8%A9,"Mon, 30 Jun 2025 11:34:17 GMT",2025-06-30T15:19:24.323144
skynewsarabia,إيران رحلت عددا ضخما من الأفغان خلال شهر الحرب مع إسرائيل,عاد أكثر من 230 ألف أفغاني إلى بلادهم من إيران خلال يونيو، معظمهم رحّلتهم طهران، بحسب ما أفادت منظمة الهجرة الدولية التابعة للأمم المتحدة الاثنين، بعدما أمرت إيران ملايين الأفغان المقيمين على أراضيها بشكل غير نظامي بالمغادرة.,https://www.skynewsarabia.com/world/1805930-%D8%A7%D9%95%D9%8A%D8%B1%D8%A7%D9%86-%D8%B1%D8%AD%D9%84%D8%AA-%D8%B9%D8%AF%D8%AF%D8%A7-%D8%B6%D8%AE%D9%85%D8%A7-%D8%A7%D9%84%D8%A7%D9%94%D9%81%D8%BA%D8%A7%D9%86-%D8%B4%D9%87%D8%B1-%D8%A7%D9%84%D8%AD%D8%B1%D8%A8-%D8%A7%D9%95%D8%B3%D8%B1%D8%A7%D9%8A%D9%94%D9%8A%D9%84,"Mon, 30 Jun 2025 11:29:28 GMT",2025-06-30T15:19:24.323144
skynewsarabia,"ترامب يهدد ممداني: عليه بالتصرف الصحيح ""وإلا...""","تجاهل المرشح الأول لرئاسة بلدية نيويورك، زهران ممداني، هجمات الرئيس الأميركي دونالد ترامب عليه، ونفى ""شيوعيته""، خلال مقابلة أُجريت الأحد، قال فيها المرشح التقدمي لمنصب عمدة مدينة نيويورك، إنه يعارض فكرة المليارديرات.",https://www.skynewsarabia.com/world/1805934-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%8A%D9%87%D8%AF%D8%AF-%D9%85%D9%85%D8%AF%D8%A7%D9%86%D9%8A-%D8%B9%D9%84%D9%8A%D9%87-%D8%A8%D8%A7%D9%84%D8%AA%D8%B5%D8%B1%D9%81-%D8%A7%D9%84%D8%B5%D8%AD%D9%8A%D8%AD-%D9%88%D8%A7%D9%95%D9%84%D8%A7,"Mon, 30 Jun 2025 11:20:30 GMT",2025-06-30T15:19:24.323144
skynewsarabia,تتحرّك في الظل.. من تكون Zhipu AI التي تثير قلق OpenAI؟,في خطوة نادرة تسلّط الضوء على تصاعد المنافسة التكنولوجية بين واشنطن وبكين، حذّرت شركة OpenAI الأميركية في مدونة بحثية، من التقدّم السريع الذي تحققه شركة Zhipu AI الصينية المدعومة من الحكومة، معتبرةً إياها لاعباً مركزياً يعمل في الخفاء، لمساعدة الصين على تحقيق طموحها بتصدّر سباق الذكاء الاصطناعي العالمي.,https://www.skynewsarabia.com/business/1805935-%D8%AA%D8%AA%D8%AD%D8%B1%D9%91%D9%83-%D8%A7%D9%84%D8%B8%D9%84-%D8%AA%D9%83%D9%88%D9%86-zhipu-ai-%D8%AA%D8%AB%D9%8A%D8%B1-%D9%82%D9%84%D9%82-openai%D8%9F,"Mon, 30 Jun 2025 11:19:58 GMT",2025-06-30T15:19:24.323144
skynewsarabia,"القاع.. ""بوابة تهريب مفتوحة"" بين لبنان وسوريا",تحت جنح الظلام وفي ضوء النهار، تمر صهاريج الوقود مسرعة ذهابا وإيابا بلا توقف عابرة الحدود اللبنانية السورية، من دون حسيب أو رقيب.,https://www.skynewsarabia.com/middle-east/1805833-%D8%A7%D9%84%D9%82%D8%A7%D8%B9-%D8%A8%D9%88%D8%A7%D8%A8%D8%A9-%D8%AA%D9%87%D8%B1%D9%8A%D8%A8-%D9%85%D9%81%D8%AA%D9%88%D8%AD%D8%A9-%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D9%88%D8%B3%D9%88%D8%B1%D9%8A%D8%A7,"Mon, 30 Jun 2025 11:05:45 GMT",2025-06-30T15:19:24.323144
skynewsarabia,"التحدي ""الخطير"" على تيك توك يودي بحياة طفل بريطاني","لقي طفل بريطاني يدعى سيباستيان، حتفه أثناء محاولته تنفيذ ""تحدي فقدان الوعي"" المنتشر على منصة ""تيك توك""، في حادثة أثارت مخاوف جديدة من مخاطر المحتوى الرقمي الموجه للأطفال.",https://www.skynewsarabia.com/varieties/1805917-%D8%A7%D9%84%D8%AA%D8%AD%D8%AF%D9%8A-%D8%A7%D9%84%D8%AE%D8%B7%D9%8A%D8%B1-%D8%AA%D9%8A%D9%83-%D8%AA%D9%88%D9%83-%D9%8A%D9%88%D8%AF%D9%8A-%D8%A8%D8%AD%D9%8A%D8%A7%D8%A9-%D8%B7%D9%81%D9%84-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A,"Mon, 30 Jun 2025 10:57:48 GMT",2025-06-30T15:19:24.323144
skynewsarabia,دراسة أثرية: النساء حكمن أولى الحضارات البشرية,"أظهرت دراسة جديدة في موقع ""تشاتالهويوك"" جنوبي تركيا أن النساء، وليس الرجال، قد يكنّ من تولّين السلطة في واحدة من أقدم المدن المعروفة، والتي تعود إلى 7000 عام قبل الميلاد، وفقاً لما نشرته صحيفة ""ديلي ميل"" البريطانية.",https://www.skynewsarabia.com/varieties/1805914-%D8%AF%D8%B1%D8%A7%D8%B3%D8%A9-%D8%A7%D9%94%D8%AB%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%B3%D8%A7%D8%A1-%D8%AD%D9%83%D9%85%D9%86-%D8%A7%D9%94%D9%88%D9%84%D9%89-%D8%A7%D9%84%D8%AD%D8%B6%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D9%8A%D8%A9,"Mon, 30 Jun 2025 10:56:37 GMT",2025-06-30T15:19:24.323144
skynewsarabia,"إيران تهاجم مستشار ألمانيا بشأن ""العمل القذر""",انتقدت وزارة الخارجية الإيرانية، يوم الاثنين، بشدة تصريحات المستشار الألماني فريدريش ميرتس بشأن الحرب مع إسرائيل.,https://www.skynewsarabia.com/world/1805923-%D8%A7%D9%95%D9%8A%D8%B1%D8%A7%D9%86-%D8%AA%D9%87%D8%A7%D8%AC%D9%85-%D9%85%D8%B3%D8%AA%D8%B4%D8%A7%D8%B1-%D8%A7%D9%94%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A7-%D8%A8%D8%B4%D8%A7%D9%94%D9%86-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%A7%D9%84%D9%82%D8%B0%D8%B1,"Mon, 30 Jun 2025 10:56:05 GMT",2025-06-30T15:19:24.323144
skynewsarabia,"إيران: ترامب يمارس ""ألاعيب نفسية"" بشأن رفع العقوبات","انتقدت إيران الاثنين، تغير مواقف الرئيس الأميركي دونالد ترامب بشأن رفع العقوبات الاقتصادية المفروضة على طهران، واصفة ذلك بأنه ""ألاعيب"" لا تهدف إلى حل المشاكل بين البلدين.",https://www.skynewsarabia.com/world/1805926-%D8%A7%D9%95%D9%8A%D8%B1%D8%A7%D9%86-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%8A%D9%85%D8%A7%D8%B1%D8%B3-%D8%A7%D9%94%D9%84%D8%A7%D8%B9%D9%8A%D8%A8-%D9%86%D9%81%D8%B3%D9%8A%D8%A9-%D8%A8%D8%B4%D8%A7%D9%94%D9%86-%D8%B1%D9%81%D8%B9-%D8%A7%D9%84%D8%B9%D9%82%D9%88%D8%A8%D8%A7%D8%AA,"Mon, 30 Jun 2025 10:52:40 GMT",2025-06-30T15:19:24.323144
skynewsarabia,"إسرائيل ""مهتمة"" بتطبيع العلاقات مع سوريا ولن تترك الجولان","أكد وزير الخارجية الإسرائيلي جدعون ساعر، الإثنين، أن بلاده ""مهتمة"" بتطبيع علاقاتها مع سوريا ولبنان، مؤكدا أن هضبة الجولان السورية المحتلة ستبقى ""جزءا لا يتجزأ"" من إسرائيل في أي اتفاق سلام محتمل.",https://www.skynewsarabia.com/world/1805925-%D8%A7%D9%95%D8%B3%D8%B1%D8%A7%D9%8A%D9%94%D9%8A%D9%84-%D9%85%D9%87%D8%AA%D9%85%D8%A9-%D8%A8%D8%AA%D8%B7%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D9%82%D8%A7%D8%AA-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-%D9%88%D9%84%D9%86-%D8%AA%D8%AA%D8%B1%D9%83-%D8%A7%D9%84%D8%AC%D9%88%D9%84%D8%A7%D9%86,"Mon, 30 Jun 2025 10:51:47 GMT",2025-06-30T15:19:24.323144
skynewsarabia,"ألمانيا وفرنسا وبريطانيا تندد بـ""تهديدات"" إيران بحق غروسي","نددت ألمانيا وفرنسا وبريطانيا في بيان مشترك اليوم الاثنين بـ""تهديدات"" طهران بحق المدير العام للوكالة الدولية للطاقة الذرية رافايل غروسي، بعد الضربات الأميركية والإسرائيلية على منشآت نووية في إيران وإعلان الأخيرة تعليق التعاون مع الوكالة.",https://www.skynewsarabia.com/world/1805918-%D8%A7%D9%94%D9%84%D9%85%D8%A7%D9%86%D9%8A%D8%A7-%D9%88%D9%81%D8%B1%D9%86%D8%B3%D8%A7-%D9%88%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A7-%D8%AA%D9%86%D8%AF%D8%AF-%D8%A8%D9%80%D8%AA%D9%87%D8%AF%D9%8A%D8%AF%D8%A7%D8%AA-%D8%A7%D9%95%D9%8A%D8%B1%D8%A7%D9%86-%D8%A8%D8%AD%D9%82-%D8%BA%D8%B1%D9%88%D8%B3%D9%8A,"Mon, 30 Jun 2025 10:42:20 GMT",2025-06-30T15:19:24.323144
skynewsarabia,كيف تتفاعل الأسواق مع تصعيد ترامب ضد باول؟,تسود حالة من الترقب المشوب بالحذر داخل الأوساط المالية الأميركية، في ظل تصاعد الضغوط السياسية على مجلس الاحتياطي الفيدرالي، واشتداد الجدل حول مستقبل أسعار الفائدة في الولايات المتحدة.,https://www.skynewsarabia.com/business/1805915-%D8%AA%D8%AA%D9%81%D8%A7%D8%B9%D9%84-%D8%A7%D9%84%D8%A7%D9%94%D8%B3%D9%88%D8%A7%D9%82-%D8%AA%D8%B5%D8%B9%D9%8A%D8%AF-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D8%B6%D8%AF-%D8%A8%D8%A7%D9%88%D9%84%D8%9F,"Mon, 30 Jun 2025 10:22:28 GMT",2025-06-30T15:19:24.323144
skynewsarabia,"شيرين تثير الجدل في اختتام مهرجان ""موازين"".. ماذا حدث؟","شهد حفل اختتام مهرجان ""موازين إيقاعات العالم"" في العاصمة المغربية الرباط، الذي أحيته الفنانة المصرية شيرين عبد الوهاب، جدلا واسعا على منصات التواصل الاجتماعي، بين انتقادات حادة من بعض الحاضرين للحفل، ورسائل دعم من جمهورها ومحبيها.",https://www.skynewsarabia.com/varieties/1805910-%D8%B4%D9%8A%D8%B1%D9%8A%D9%86-%D8%AA%D8%AB%D9%8A%D8%B1-%D8%A7%D9%84%D8%AC%D8%AF%D9%84-%D8%A7%D8%AE%D8%AA%D8%AA%D8%A7%D9%85-%D9%85%D9%87%D8%B1%D8%AC%D8%A7%D9%86-%D9%85%D9%88%D8%A7%D8%B2%D9%8A%D9%86-%D8%AD%D8%AF%D8%AB%D8%9F,"Mon, 30 Jun 2025 10:13:07 GMT",2025-06-30T15:19:24.323144
skynewsarabia,البطالة في تركيا تنخفض إلى 8.4% في مايو,أظهرت بيانات معهد الإحصاء التركي، الاثنين، تراجع معدل البطالة إلى 8.4  بالمئة خلال مايو، بانخفاض قدره 0.2 نقطة مئوية عن أبريل، بينما بقي معدل مشاركة القوى العاملة مستقراً عند 53.5 بالمئة.,https://www.skynewsarabia.com/business/1805897-%D8%A7%D9%84%D8%A8%D8%B7%D8%A7%D9%84%D8%A9-%D8%AA%D8%B1%D9%83%D9%8A%D8%A7-%D8%AA%D9%86%D8%AE%D9%81%D8%B6-84-%D9%85%D8%A7%D9%8A%D9%88,"Mon, 30 Jun 2025 08:38:00 GMT",2025-06-30T15:19:24.323144
skynewsarabia,اقتصاد بريطانيا ينمو 0.7% في الربع الأول بأسرع وتيرة في عام,سجّل الاقتصاد البريطاني، الإثنين، نمواً بنسبة 0.7 بالمئة في الربع الأول من 2025، وهو أسرع معدل نمو فصلي منذ بداية 2024، بحسب بيانات مكتب الإحصاءات الوطنية.,https://www.skynewsarabia.com/business/1805890-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A7-%D9%8A%D9%86%D9%85%D9%88-07-%D8%A7%D9%84%D8%B1%D8%A8%D8%B9-%D8%A7%D9%84%D8%A7%D9%94%D9%88%D9%84-%D8%A8%D8%A7%D9%94%D8%B3%D8%B1%D8%B9-%D9%88%D8%AA%D9%8A%D8%B1%D8%A9-%D8%B9%D8%A7%D9%85,"Mon, 30 Jun 2025 08:06:54 GMT",2025-06-30T15:19:24.323144
skynewsarabia,البرلمان المصري يقر زيادات ضريبية على السجائر والكحول,أقرّ مجلس النواب المصري، الأحد، تعديلات جديدة على قانون ضريبة القيمة المضافة، تتيح للحكومة رفع أسعار السجائر المحلية والمستوردة بنسب تصل إلى 23 بالمئة، وفرض ضريبة على البترول الخام بنسبة 10 بالمئة، في خطوة تستهدف تعزيز الإيرادات العامة في موازنة العام المالي الجديد.,https://www.skynewsarabia.com/business/1805882-%D8%A7%D9%84%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A-%D9%8A%D9%82%D8%B1-%D8%B2%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA-%D8%B6%D8%B1%D9%8A%D8%A8%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D8%AC%D8%A7%D9%8A%D9%94%D8%B1-%D9%88%D8%A7%D9%84%D9%83%D8%AD%D9%88%D9%84,"Mon, 30 Jun 2025 07:55:08 GMT",2025-06-30T15:19:24.323144
