source,title,summary,link,published,collected_at,clean_title,clean_summary,combined_text,clean_combined_text,label_model
skynewsarabia,ما بعد 7 أكتوبر.. كيف تراجع نفوذ الإخوان عربيا؟,"شهدت جماعة الإخوان وفروعها في الدول العربية تراجعا حادا وخسائر متعددة الأبعاد منذ أحداث السابع من أكتوبر 2023، الذي كشف عن هشاشة التنظيم العالمي للجماعة وفروعها المحلية، مما دفع بها إلى حالة من الكمون القسري والعمل في الظل.",https://www.skynewsarabia.com/middle-east/1805867-7-%D8%A7%D9%94%D9%83%D8%AA%D9%88%D8%A8%D8%B1-%D8%AA%D8%B1%D8%A7%D8%AC%D8%B9-%D9%86%D9%81%D9%88%D8%B0-%D8%A7%D9%84%D8%A7%D9%95%D8%AE%D9%88%D8%A7%D9%86-%D8%B9%D8%B1%D8%A8%D9%8A%D8%A7%D8%9F,"Mon, 30 Jun 2025 06:35:45 GMT",2025-06-30T15:19:24.323144,7 تراجع نفوذ الإخوان عربيا,شهدت جماعة الإخوان وفروعها الدول العربية تراجعا حادا وخسائر متعددة الأبعاد أحداث السابع 2023 كشف هشاشة التنظيم العالمي للجماعة وفروعها المحلية دفع حالة الكمون القسري والعمل الظل,"ما بعد 7 أكتوبر.. كيف تراجع نفوذ الإخوان عربيا؟ شهدت جماعة الإخوان وفروعها في الدول العربية تراجعا حادا وخسائر متعددة الأبعاد منذ أحداث السابع من أكتوبر 2023، الذي كشف عن هشاشة التنظيم العالمي للجماعة وفروعها المحلية، مما دفع بها إلى حالة من الكمون القسري والعمل في الظل.",7 تراجع نفوذ الإخوان عربيا شهدت جماعة الإخوان وفروعها الدول العربية تراجعا حادا وخسائر متعددة الأبعاد أحداث السابع 2023 كشف هشاشة التنظيم العالمي للجماعة وفروعها المحلية دفع حالة الكمون القسري والعمل الظل,سياسة
skynewsarabia,"ترامب: تجارة السيارات مع اليابان ""غير عادلة"" ويجب تصحيحها","يرى الرئيس الأميركي، دونالد ترامب، إن اليابان تستفيد بشكل ""غير عادل"" من سوق السيارات الأميركية، مطالبًا طوكيو بزيادة وارداتها من النفط والسلع الأميركية للمساعدة في خفض العجز التجاري بين البلدين.",https://www.skynewsarabia.com/business/1805865-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D8%AA%D8%AC%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86-%D8%BA%D9%8A%D8%B1-%D8%B9%D8%A7%D8%AF%D9%84%D8%A9-%D9%88%D9%8A%D8%AC%D8%A8-%D8%AA%D8%B5%D8%AD%D9%8A%D8%AD%D9%87%D8%A7,"Mon, 30 Jun 2025 06:31:47 GMT",2025-06-30T15:19:24.323144,ترامب تجارة السيارات اليابان عادلة ويجب تصحيحها,يرى الرئيس الأميركي دونالد ترامب اليابان تستفيد بشكل عادل سوق السيارات الأميركية مطالبا طوكيو بزيادة وارداتها النفط والسلع الأميركية للمساعدة خفض العجز التجاري البلدين,"ترامب: تجارة السيارات مع اليابان ""غير عادلة"" ويجب تصحيحها يرى الرئيس الأميركي، دونالد ترامب، إن اليابان تستفيد بشكل ""غير عادل"" من سوق السيارات الأميركية، مطالبًا طوكيو بزيادة وارداتها من النفط والسلع الأميركية للمساعدة في خفض العجز التجاري بين البلدين.",ترامب تجارة السيارات اليابان عادلة ويجب تصحيحها يرى الرئيس الأميركي دونالد ترامب اليابان تستفيد بشكل عادل سوق السيارات الأميركية مطالبا طوكيو بزيادة وارداتها النفط والسلع الأميركية للمساعدة خفض العجز التجاري البلدين,اقتصاد
skynewsarabia,مشروع ترامب للضرائب يجتاز عقبة الشيوخ رغم تحذيرات الدين,"نجح الجمهوريون في تمرير تصويت إجرائي داخل مجلس الشيوخ الأميركي، لفتح النقاش حول مشروع الرئيس دونالد ترامب الشامل لخفض الضرائب والإنفاق، مما يمنح التشريع دفعة مهمة في طريقه نحو الإقرار النهائي، رغم التحذيرات من أنه سيرفع الدين العام الأميركي بمقدار 3.3 تريليون دولار.",https://www.skynewsarabia.com/business/1805852-%D9%85%D8%B4%D8%B1%D9%88%D8%B9-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8-%D9%84%D9%84%D8%B6%D8%B1%D8%A7%D9%8A%D9%94%D8%A8-%D9%8A%D8%AC%D8%AA%D8%A7%D8%B2-%D8%B9%D9%82%D8%A8%D8%A9-%D8%A7%D9%84%D8%B4%D9%8A%D9%88%D8%AE-%D8%B1%D8%BA%D9%85-%D8%AA%D8%AD%D8%B0%D9%8A%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D8%AF%D9%8A%D9%86,"Mon, 30 Jun 2025 05:53:55 GMT",2025-06-30T15:19:24.323144,مشروع ترامب للضرائب يجتاز عقبة الشيوخ رغم تحذيرات الدين,نجح الجمهوريون تمرير تصويت إجرائي داخل مجلس الشيوخ الأميركي لفتح النقاش حول مشروع الرئيس دونالد ترامب الشامل لخفض الضرائب والإنفاق يمنح التشريع دفعة مهمة طريقه الإقرار النهائي رغم التحذيرات أنه سيرفع الدين العام الأميركي بمقدار 33 تريليون,"مشروع ترامب للضرائب يجتاز عقبة الشيوخ رغم تحذيرات الدين نجح الجمهوريون في تمرير تصويت إجرائي داخل مجلس الشيوخ الأميركي، لفتح النقاش حول مشروع الرئيس دونالد ترامب الشامل لخفض الضرائب والإنفاق، مما يمنح التشريع دفعة مهمة في طريقه نحو الإقرار النهائي، رغم التحذيرات من أنه سيرفع الدين العام الأميركي بمقدار 3.3 تريليون دولار.",مشروع ترامب للضرائب يجتاز عقبة الشيوخ رغم تحذيرات الدين نجح الجمهوريون تمرير تصويت إجرائي داخل مجلس الشيوخ الأميركي لفتح النقاش حول مشروع الرئيس دونالد ترامب الشامل لخفض الضرائب والإنفاق يمنح التشريع دفعة مهمة طريقه الإقرار النهائي رغم التحذيرات أنه سيرفع الدين العام الأميركي بمقدار 33 تريليون,سياسة
skynewsarabia,"بالفيديو.. فرقة بريطانية تردد هتاف ""الموت للجيش الإسرائيلي""","قال مسؤول رفيع في وزارة الخارجية الأميركية، في تصريحات لموقع The Daily Wire، إن السلطات الأميركية تدرس سحب تأشيرات دخول أعضاء فرقة Bob Vylan البريطانية، على خلفية هتافات أطلقوها خلال مشاركتهم في مهرجان ""غلاستونبري"" الموسيقي في بريطانيا.",https://www.skynewsarabia.com/varieties/1805844-%D8%A8%D8%A7%D9%84%D9%81%D9%8A%D8%AF%D9%8A%D9%88-%D9%81%D8%B1%D9%82%D8%A9-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A9-%D8%AA%D8%B1%D8%AF%D8%AF-%D9%87%D8%AA%D8%A7%D9%81-%D8%A7%D9%84%D9%85%D9%88%D8%AA-%D9%84%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A7%D9%95%D8%B3%D8%B1%D8%A7%D9%8A%D9%94%D9%8A%D9%84%D9%8A,"Mon, 30 Jun 2025 05:33:16 GMT",2025-06-30T15:19:24.323144,بالفيديو فرقة بريطانية تردد هتاف الموت للجيش الإسرائيلي,قال مسؤول رفيع وزارة الخارجية الأميركية تصريحات لموقع the daily wire السلطات الأميركية تدرس سحب تأشيرات دخول أعضاء فرقة bob vylan البريطانية خلفية هتافات أطلقوها خلال مشاركتهم مهرجان غلاستونبري الموسيقي بريطانيا,"بالفيديو.. فرقة بريطانية تردد هتاف ""الموت للجيش الإسرائيلي"" قال مسؤول رفيع في وزارة الخارجية الأميركية، في تصريحات لموقع The Daily Wire، إن السلطات الأميركية تدرس سحب تأشيرات دخول أعضاء فرقة Bob Vylan البريطانية، على خلفية هتافات أطلقوها خلال مشاركتهم في مهرجان ""غلاستونبري"" الموسيقي في بريطانيا.",بالفيديو فرقة بريطانية تردد هتاف الموت للجيش الإسرائيلي قال مسؤول رفيع وزارة الخارجية الأميركية تصريحات لموقع the daily wire السلطات الأميركية تدرس سحب تأشيرات دخول أعضاء فرقة bob vylan البريطانية خلفية هتافات أطلقوها خلال مشاركتهم مهرجان غلاستونبري الموسيقي بريطانيا,سياسة
skynewsarabia,بدء سريان اتفاق تجاري بين بريطانيا وأميركا لخفض الرسوم,"أعلنت الحكومة البريطانية، الاثنين، دخول الاتفاق التجاري مع الولايات المتحدة حيّز التنفيذ، وهو الاتفاق الذي وقّعه الرئيس الأميركي دونالد ترامب ورئيس الوزراء البريطاني كير ستارمر، وينص على خفض الرسوم الجمركية على عدد من السلع البريطانية.",https://www.skynewsarabia.com/business/1805841-%D8%A8%D8%AF%D8%A1-%D8%B3%D8%B1%D9%8A%D8%A7%D9%86-%D8%A7%D8%AA%D9%81%D8%A7%D9%82-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%A8%D8%B1%D9%8A%D8%B7%D8%A7%D9%86%D9%8A%D8%A7-%D9%88%D8%A7%D9%94%D9%85%D9%8A%D8%B1%D9%83%D8%A7-%D9%84%D8%AE%D9%81%D8%B6-%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%85,"Mon, 30 Jun 2025 05:27:58 GMT",2025-06-30T15:19:24.323144,بدء سريان اتفاق تجاري بريطانيا وأميركا لخفض الرسوم,أعلنت الحكومة البريطانية الاثنين دخول الاتفاق التجاري الولايات المتحدة حيز التنفيذ الاتفاق وقعه الرئيس الأميركي دونالد ترامب ورئيس الوزراء البريطاني كير ستارمر وينص خفض الرسوم الجمركية عدد السلع البريطانية,"بدء سريان اتفاق تجاري بين بريطانيا وأميركا لخفض الرسوم أعلنت الحكومة البريطانية، الاثنين، دخول الاتفاق التجاري مع الولايات المتحدة حيّز التنفيذ، وهو الاتفاق الذي وقّعه الرئيس الأميركي دونالد ترامب ورئيس الوزراء البريطاني كير ستارمر، وينص على خفض الرسوم الجمركية على عدد من السلع البريطانية.",بدء سريان اتفاق تجاري بريطانيا وأميركا لخفض الرسوم أعلنت الحكومة البريطانية الاثنين دخول الاتفاق التجاري الولايات المتحدة حيز التنفيذ الاتفاق وقعه الرئيس الأميركي دونالد ترامب ورئيس الوزراء البريطاني كير ستارمر وينص خفض الرسوم الجمركية عدد السلع البريطانية,سياسة
skynewsarabia,"نتنياهو يضع إطلاق الرهائن ""أولوية"" على هزيمة حماس","أكد رئيس الوزراء الإسرائيلي بنيامين نتنياهو، الأحد، أن إطلاق سراح الرهائن المحتجزين لدى حركة حماس يُعدّ ""الأولوية القصوى"" لحكومته في المرحلة الحالية، في وقت فسّر فيه مراقبون هذه التصريحات بأنها تعكس تقديم ملف الرهائن على هدف ""القضاء على حماس"" في قطاع غزة.",https://www.skynewsarabia.com/world/1805840-%D9%86%D8%AA%D9%86%D9%8A%D8%A7%D9%87%D9%88-%D9%8A%D8%B6%D8%B9-%D8%A7%D9%95%D8%B7%D9%84%D8%A7%D9%82-%D8%A7%D9%84%D8%B1%D9%87%D8%A7%D9%8A%D9%94%D9%86-%D8%A7%D9%94%D9%88%D9%84%D9%88%D9%8A%D8%A9-%D9%87%D8%B2%D9%8A%D9%85%D8%A9-%D8%AD%D9%85%D8%A7%D8%B3,"Mon, 30 Jun 2025 05:20:30 GMT",2025-06-30T15:19:24.323144,نتنياهو يضع إطلاق الرهائن أولوية هزيمة حماس,أكد رئيس الوزراء الإسرائيلي بنيامين نتنياهو الأحد إطلاق سراح الرهائن المحتجزين حركة حماس يعد الأولوية القصوى لحكومته المرحلة الحالية وقت فسر مراقبون التصريحات بأنها تعكس تقديم ملف الرهائن هدف القضاء حماس قطاع غزة,"نتنياهو يضع إطلاق الرهائن ""أولوية"" على هزيمة حماس أكد رئيس الوزراء الإسرائيلي بنيامين نتنياهو، الأحد، أن إطلاق سراح الرهائن المحتجزين لدى حركة حماس يُعدّ ""الأولوية القصوى"" لحكومته في المرحلة الحالية، في وقت فسّر فيه مراقبون هذه التصريحات بأنها تعكس تقديم ملف الرهائن على هدف ""القضاء على حماس"" في قطاع غزة.",نتنياهو يضع إطلاق الرهائن أولوية هزيمة حماس أكد رئيس الوزراء الإسرائيلي بنيامين نتنياهو الأحد إطلاق سراح الرهائن المحتجزين حركة حماس يعد الأولوية القصوى لحكومته المرحلة الحالية وقت فسر مراقبون التصريحات بأنها تعكس تقديم ملف الرهائن هدف القضاء حماس قطاع غزة,سياسة
skynewsarabia,الأمم المتحدة تحذر: خفض المساعدات يهدد استقرار العالم,"أكد المدير المعاون لبرنامج الأمم المتحدة الإنمائي، هاوليانغ شو، إن خفض المساعدات الخارجية في ظل تصاعد الإنفاق العسكري، يهدد فرص تحقيق السلام العالمي، مشددًا على أن ""الاستثمار في التنمية والدفاع والتجارة ليس معادلة خاسرة لأي طرف"".",https://www.skynewsarabia.com/business/1805839-%D8%A7%D9%84%D8%A7%D9%94%D9%85%D9%85-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%AA%D8%AD%D8%B0%D8%B1-%D8%AE%D9%81%D8%B6-%D8%A7%D9%84%D9%85%D8%B3%D8%A7%D8%B9%D8%AF%D8%A7%D8%AA-%D9%8A%D9%87%D8%AF%D8%AF-%D8%A7%D8%B3%D8%AA%D9%82%D8%B1%D8%A7%D8%B1-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85,"Mon, 30 Jun 2025 05:18:12 GMT",2025-06-30T15:19:24.323144,الأمم المتحدة تحذر خفض المساعدات يهدد استقرار العالم,أكد المدير المعاون لبرنامج الأمم المتحدة الإنمائي هاوليانغ شو خفض المساعدات الخارجية ظل تصاعد الإنفاق العسكري يهدد فرص تحقيق السلام العالمي مشددا الاستثمار التنمية والدفاع والتجارة معادلة خاسرة لأي طرف,"الأمم المتحدة تحذر: خفض المساعدات يهدد استقرار العالم أكد المدير المعاون لبرنامج الأمم المتحدة الإنمائي، هاوليانغ شو، إن خفض المساعدات الخارجية في ظل تصاعد الإنفاق العسكري، يهدد فرص تحقيق السلام العالمي، مشددًا على أن ""الاستثمار في التنمية والدفاع والتجارة ليس معادلة خاسرة لأي طرف"".",الأمم المتحدة تحذر خفض المساعدات يهدد استقرار العالم أكد المدير المعاون لبرنامج الأمم المتحدة الإنمائي هاوليانغ شو خفض المساعدات الخارجية ظل تصاعد الإنفاق العسكري يهدد فرص تحقيق السلام العالمي مشددا الاستثمار التنمية والدفاع والتجارة معادلة خاسرة لأي طرف,سياسة
skynewsarabia,بكين ترفع جزئياً حظر المأكولات البحرية اليابانية,"قررت الإدارة العامة للجمارك في الصين رفع الحظر عن واردات المأكولات البحرية اليابانية من معظم مناطق البلاد، وذلك بعد تحليل ""طويل الأمد"" أظهر عدم وجود شوائب نووية في عينات مياه من منطقة فوكوشيما.",https://www.skynewsarabia.com/business/1805837-%D8%A8%D9%83%D9%8A%D9%86-%D8%AA%D8%B1%D9%81%D8%B9-%D8%AC%D8%B2%D9%8A%D9%94%D9%8A%D8%A7%D9%8B-%D8%AD%D8%B8%D8%B1-%D8%A7%D9%84%D9%85%D8%A7%D9%94%D9%83%D9%88%D9%84%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D8%AD%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%8A%D8%A7%D8%A8%D8%A7%D9%86%D9%8A%D8%A9,"Mon, 30 Jun 2025 05:02:15 GMT",2025-06-30T15:19:24.323144,بكين ترفع جزئيا حظر المأكولات البحرية اليابانية,قررت الإدارة العامة للجمارك الصين رفع الحظر واردات المأكولات البحرية اليابانية معظم مناطق البلاد وذلك تحليل طويل الأمد أظهر عدم وجود شوائب نووية عينات مياه منطقة فوكوشيما,"بكين ترفع جزئياً حظر المأكولات البحرية اليابانية قررت الإدارة العامة للجمارك في الصين رفع الحظر عن واردات المأكولات البحرية اليابانية من معظم مناطق البلاد، وذلك بعد تحليل ""طويل الأمد"" أظهر عدم وجود شوائب نووية في عينات مياه من منطقة فوكوشيما.",بكين ترفع جزئيا حظر المأكولات البحرية اليابانية قررت الإدارة العامة للجمارك الصين رفع الحظر واردات المأكولات البحرية اليابانية معظم مناطق البلاد وذلك تحليل طويل الأمد أظهر عدم وجود شوائب نووية عينات مياه منطقة فوكوشيما,سياسة
skynewsarabia,كندا تلغي ضريبة الخدمات الرقمية لتسريع اتفاق تجاري مع أميركا,"أعلنت كندا أنها ستستأنف المفاوضات التجارية مع الولايات المتحدة أملا في التوصل إلى اتفاق، بعد أن كان ترامب قد ألغى هذه المفاوضات احتجاجا على فرض أوتاوا ضريبة على شركات التكنولوجيا الأميركية.",https://www.skynewsarabia.com/business/1805836-%D9%83%D9%86%D8%AF%D8%A7-%D8%AA%D9%84%D8%BA%D9%8A-%D8%B6%D8%B1%D9%8A%D8%A8%D8%A9-%D8%A7%D9%84%D8%AE%D8%AF%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D8%B1%D9%82%D9%85%D9%8A%D8%A9-%D9%84%D8%AA%D8%B3%D8%B1%D9%8A%D8%B9-%D8%A7%D8%AA%D9%81%D8%A7%D9%82-%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D8%A7%D9%94%D9%85%D9%8A%D8%B1%D9%83%D8%A7,"Mon, 30 Jun 2025 04:51:16 GMT",2025-06-30T15:19:24.323144,كندا تلغي ضريبة الخدمات الرقمية لتسريع اتفاق تجاري أميركا,أعلنت كندا أنها ستستأنف المفاوضات التجارية الولايات المتحدة أملا التوصل اتفاق ترامب ألغى المفاوضات احتجاجا فرض أوتاوا ضريبة شركات التكنولوجيا الأميركية,"كندا تلغي ضريبة الخدمات الرقمية لتسريع اتفاق تجاري مع أميركا أعلنت كندا أنها ستستأنف المفاوضات التجارية مع الولايات المتحدة أملا في التوصل إلى اتفاق، بعد أن كان ترامب قد ألغى هذه المفاوضات احتجاجا على فرض أوتاوا ضريبة على شركات التكنولوجيا الأميركية.",كندا تلغي ضريبة الخدمات الرقمية لتسريع اتفاق تجاري أميركا أعلنت كندا أنها ستستأنف المفاوضات التجارية الولايات المتحدة أملا التوصل اتفاق ترامب ألغى المفاوضات احتجاجا فرض أوتاوا ضريبة شركات التكنولوجيا الأميركية,اقتصاد
skynewsarabia,"خوليت يهاجم ""عقلية"" أسطورة الأهلي حسام غالي","وجه أسطورة كرة القدم الهولندية، رود خوليت، انتقادات لاذعة، للاعب الأهلي المصري السابق وأحد أساطيره، حسام غالي، خلال برنامج تلفزيوني الأحد.",https://www.skynewsarabia.com/sport/1805835-%D8%AE%D9%88%D9%84%D9%8A%D8%AA-%D9%8A%D9%87%D8%A7%D8%AC%D9%85-%D8%B9%D9%82%D9%84%D9%8A%D8%A9-%D8%A7%D9%94%D8%B3%D8%B7%D9%88%D8%B1%D8%A9-%D8%A7%D9%84%D8%A7%D9%94%D9%87%D9%84%D9%8A-%D8%AD%D8%B3%D8%A7%D9%85-%D8%BA%D8%A7%D9%84%D9%8A,"Mon, 30 Jun 2025 04:29:41 GMT",2025-06-30T15:19:24.323144,خوليت يهاجم عقلية أسطورة الأهلي حسام غالي,وجه أسطورة كرة القدم الهولندية رود خوليت انتقادات لاذعة للاعب الأهلي المصري السابق وأحد أساطيره حسام غالي خلال برنامج تلفزيوني الأحد,"خوليت يهاجم ""عقلية"" أسطورة الأهلي حسام غالي وجه أسطورة كرة القدم الهولندية، رود خوليت، انتقادات لاذعة، للاعب الأهلي المصري السابق وأحد أساطيره، حسام غالي، خلال برنامج تلفزيوني الأحد.",خوليت يهاجم عقلية أسطورة الأهلي حسام غالي وجه أسطورة كرة القدم الهولندية رود خوليت انتقادات لاذعة للاعب الأهلي المصري السابق وأحد أساطيره حسام غالي خلال برنامج تلفزيوني الأحد,رياضة
skynewsarabia,إيران: الظروف غير مناسبة لاستئناف المفاوضات مع أميركا,"قال سفير إيران ومندوبها الدائم لدى الأمم المتحدة أمير سعيد إيرواني، إن الظروف غير مناسبة لاستئناف المفاوضات مع الولايات المتحدة في الوقت الراهن.",https://www.skynewsarabia.com/middle-east/1805832-%D8%A7%D9%95%D9%8A%D8%B1%D8%A7%D9%86-%D8%A7%D9%84%D8%B8%D8%B1%D9%88%D9%81-%D9%85%D9%86%D8%A7%D8%B3%D8%A8%D8%A9-%D9%84%D8%A7%D8%B3%D8%AA%D9%8A%D9%94%D9%86%D8%A7%D9%81-%D8%A7%D9%84%D9%85%D9%81%D8%A7%D9%88%D8%B6%D8%A7%D8%AA-%D8%A7%D9%94%D9%85%D9%8A%D8%B1%D9%83%D8%A7,"Mon, 30 Jun 2025 02:52:01 GMT",2025-06-30T15:19:24.323144,إيران الظروف مناسبة لاستئناف المفاوضات أميركا,قال سفير إيران ومندوبها الدائم الأمم المتحدة أمير سعيد إيرواني الظروف مناسبة لاستئناف المفاوضات الولايات المتحدة الوقت الراهن,"إيران: الظروف غير مناسبة لاستئناف المفاوضات مع أميركا قال سفير إيران ومندوبها الدائم لدى الأمم المتحدة أمير سعيد إيرواني، إن الظروف غير مناسبة لاستئناف المفاوضات مع الولايات المتحدة في الوقت الراهن.",إيران الظروف مناسبة لاستئناف المفاوضات أميركا قال سفير إيران ومندوبها الدائم الأمم المتحدة أمير سعيد إيرواني الظروف مناسبة لاستئناف المفاوضات الولايات المتحدة الوقت الراهن,سياسة
skynewsarabia,"بسبب ""خطأ اليانصيب"".. سعادة زائفة للآلاف قبل اكتشاف الحقيقة","عاش الآلاف في النرويج لحظات من السعادة الزائفة، بعد إبلاغهم عن طريق الخطأ بفوزهم بمبالغ مالية كبيرة في سحب اليانصيب.",https://www.skynewsarabia.com/varieties/1805830-%D8%A8%D8%B3%D8%A8%D8%A8-%D8%AE%D8%B7%D8%A7%D9%94-%D8%A7%D9%84%D9%8A%D8%A7%D9%86%D8%B5%D9%8A%D8%A8-%D8%B3%D8%B9%D8%A7%D8%AF%D8%A9-%D8%B2%D8%A7%D9%8A%D9%94%D9%81%D8%A9-%D9%84%D9%84%D8%A7%D9%93%D9%84%D8%A7%D9%81-%D8%A7%D9%83%D8%AA%D8%B4%D8%A7%D9%81-%D8%A7%D9%84%D8%AD%D9%82%D9%8A%D9%82%D8%A9,"Mon, 30 Jun 2025 02:27:17 GMT",2025-06-30T15:19:24.323144,بسبب خطأ اليانصيب سعادة زائفة للآلاف اكتشاف الحقيقة,عاش الآلاف النرويج لحظات السعادة الزائفة إبلاغهم طريق الخطأ بفوزهم بمبالغ مالية كبيرة سحب اليانصيب,"بسبب ""خطأ اليانصيب"".. سعادة زائفة للآلاف قبل اكتشاف الحقيقة عاش الآلاف في النرويج لحظات من السعادة الزائفة، بعد إبلاغهم عن طريق الخطأ بفوزهم بمبالغ مالية كبيرة في سحب اليانصيب.",بسبب خطأ اليانصيب سعادة زائفة للآلاف اكتشاف الحقيقة عاش الآلاف النرويج لحظات السعادة الزائفة إبلاغهم طريق الخطأ بفوزهم بمبالغ مالية كبيرة سحب اليانصيب,اقتصاد
skynewsarabia,الرهائن قبل حماس.. كيف تغيرت لهجة نتنياهو بعد رسائل ترامب؟,"لأول مرة منذ اندلاع الحرب في أكتوبر 2023، وضع رئيس الوزراء الإسرائيلي بنيامين نتنياهو، الأحد، إطلاق سراح الرهائن على رأس أولويات الحكومة، مقدَّما على هزيمة حماس.",https://www.skynewsarabia.com/middle-east/1805828-%D8%A7%D9%84%D8%B1%D9%87%D8%A7%D9%8A%D9%94%D9%86-%D8%AD%D9%85%D8%A7%D8%B3-%D8%AA%D8%BA%D9%8A%D8%B1%D8%AA-%D9%84%D9%87%D8%AC%D8%A9-%D9%86%D8%AA%D9%86%D9%8A%D8%A7%D9%87%D9%88-%D8%B1%D8%B3%D8%A7%D9%8A%D9%94%D9%84-%D8%AA%D8%B1%D8%A7%D9%85%D8%A8%D8%9F,"Mon, 30 Jun 2025 01:32:46 GMT",2025-06-30T15:19:24.323144,الرهائن حماس تغيرت لهجة نتنياهو رسائل ترامب,لأول مرة اندلاع الحرب 2023 وضع رئيس الوزراء الإسرائيلي بنيامين نتنياهو الأحد إطلاق سراح الرهائن رأس أولويات الحكومة مقدما هزيمة حماس,"الرهائن قبل حماس.. كيف تغيرت لهجة نتنياهو بعد رسائل ترامب؟ لأول مرة منذ اندلاع الحرب في أكتوبر 2023، وضع رئيس الوزراء الإسرائيلي بنيامين نتنياهو، الأحد، إطلاق سراح الرهائن على رأس أولويات الحكومة، مقدَّما على هزيمة حماس.",الرهائن حماس تغيرت لهجة نتنياهو رسائل ترامب لأول مرة اندلاع الحرب 2023 وضع رئيس الوزراء الإسرائيلي بنيامين نتنياهو الأحد إطلاق سراح الرهائن رأس أولويات الحكومة مقدما هزيمة حماس,سياسة
skynewsarabia,رسالة من ميسي بعد توديع مونديال الأندية.. ماذا قال؟,"رأى النجم الأرجنتيني ليونيل ميسي قائد إنتر ميامي الأميركي، أن فريقه ""قدم صورة جيدة"" في مونديال الأندية، رغم خروجه من الدور ثمن النهائي بخسارة ثقيلة أمام باريس سان جرمان الفرنسي 4-0، الأحد.",https://www.skynewsarabia.com/sport/1805825-%D8%B1%D8%B3%D8%A7%D9%84%D8%A9-%D9%85%D9%8A%D8%B3%D9%8A-%D8%AA%D9%88%D8%AF%D9%8A%D8%B9-%D9%85%D9%88%D9%86%D8%AF%D9%8A%D8%A7%D9%84-%D8%A7%D9%84%D8%A7%D9%94%D9%86%D8%AF%D9%8A%D8%A9-%D9%82%D8%A7%D9%84%D8%9F,"Mon, 30 Jun 2025 00:57:49 GMT",2025-06-30T15:19:24.323144,رسالة ميسي توديع مونديال الأندية قال,النجم الأرجنتيني ليونيل ميسي قائد إنتر ميامي الأميركي فريقه قدم صورة جيدة مونديال الأندية رغم خروجه الدور ثمن النهائي بخسارة ثقيلة باريس سان جرمان الفرنسي 40 الأحد,"رسالة من ميسي بعد توديع مونديال الأندية.. ماذا قال؟ رأى النجم الأرجنتيني ليونيل ميسي قائد إنتر ميامي الأميركي، أن فريقه ""قدم صورة جيدة"" في مونديال الأندية، رغم خروجه من الدور ثمن النهائي بخسارة ثقيلة أمام باريس سان جرمان الفرنسي 4-0، الأحد.",رسالة ميسي توديع مونديال الأندية قال النجم الأرجنتيني ليونيل ميسي قائد إنتر ميامي الأميركي فريقه قدم صورة جيدة مونديال الأندية رغم خروجه الدور ثمن النهائي بخسارة ثقيلة باريس سان جرمان الفرنسي 40 الأحد,رياضة
